ref,title,author,lastRunTime,totalVotes
miaaaf/pantanal-distill-birdclef2026-v18x-temp,pantanal-distill-birdclef2026-v18x-temp,Miaaa F,2026-04-08 09:28:26.897000,5
miaaaf/pantanal-distill-birdclef2026-v18x-layers6,pantanal-distill-birdclef2026-v18x-layers6,Miaaa F,2026-04-09 10:16:18.443000,8
wslllll/pantanal-distill-birdclef2026-wslll-d512,pantanal-distill-birdclef2026-wslll-d512,wslllll,2026-04-10 09:38:15.063000,0
wslllll/pantanal-distill-birdclef2026-wslll-d384l6,pantanal-distill-birdclef2026-wslll-d384l6,wslllll,2026-04-10 09:38:19.403000,0
wslllll/pantanal-distill-birdclef2026-exp-c,pantanal-distill-birdclef2026-exp-c,wslllll,2026-04-12 14:29:19.517000,0
shijian123456/pantanal-distill-birdclef2026-v2-100ep-lr6e4,pantanal-distill-birdclef2026-v2-100ep-lr6e4,shijian123456,2026-04-13 14:32:13.350000,0
wslllll/wslll-distill-birdclef2026-v2-100ep-lr6e4,wslll-distill-birdclef2026-v2-100ep-lr6e4,wslllll,2026-04-14 07:19:55.377000,0
miaaaf/pantanal-distill-birdclef2026-miaaaf-v2-ep100,pantanal-distill-birdclef2026-miaaaf-v2-ep100,Miaaa F,2026-04-14 10:00:50.977000,0
skidive/pantanal-distill-birdclef2026-improvement-a-88dacc,pantanal-distill-birdclef2026-Improvement a 88dacc,Cat D,2026-04-15 14:11:04.757000,0
miaaaf/m14-cosine-restart-miaaaf,m14-cosine-restart-miaaaf,Miaaa F,2026-04-15 16:24:15.533000,0
skidive/fork-of-pantanal-distill-birdclef2026-impro-e0aaea,Fork of pantanal-distill-birdclef2026-Impro e0aaea,Cat D,2026-04-16 05:48:31.193000,1
mtoshidesu/test-mod-sub-080-yuriy-dualssm,test-mod-SUB 080 Yuriy DualSSM,m-toshi desu,2026-04-29 15:49:49.727000,0
yuriygreben/birdclef-26-protossm-residual-boost,BirdCLEF+ 26 | ProtoSSM + Residual Boost ,Yuriy Greben,2026-03-31 08:20:53.797000,21
miaaaf/birdclef-2026-m3-fast,birdclef-2026-m3-fast,Miaaa F,2026-04-07 23:16:17.567000,3
shengguangzhou/birdclef-2026-gifty-yuriy-lb0929-fork,birdclef-2026-gifty-yuriy-lb0929-fork,Shengguang Zhou,2026-04-13 13:11:47.833000,1
resnext/pantanal-distill-birdclef2026-307575470,pantanal-distill-birdclef2026-307575470,Arata,2026-04-14 06:14:12.650000,0
wslllll/w05-deeper-distill,w05-deeper-distill,wslllll,2026-04-16 07:03:01.527000,2
matrixamp/birdclef2026-yaroslav-onnx-fork,BirdCLEF2026 Yaroslav ONNX Fork,Mohammad Fateminia,2026-04-19 12:40:40.530000,1
franksunp/birdclef-2026-v3-birdnet-heavy,BirdCLEF 2026 V3 BirdNET Heavy,fsun,2026-05-16 04:32:24.303000,0
yash9439/birdclef2026-timeoptimized,birdclef2026-TimeOptimized,yash bhaskar,2026-03-26 09:36:36.637000,119
yaroslavkholmirzayev/birdclef-2026-protossm-v5-maximum-ensemble,BirdCLEF+ 2026 -- ProtoSSM v5: Maximum Ensemble,Yaroslav kholmirzayev,2026-03-26 22:47:37.787000,43
matrixamp/birdclef2026-yuriy-improved-ensemble,BirdCLEF2026 Yuriy Improved Ensemble,Mohammad Fateminia,2026-04-10 10:46:34.383000,18
matrixamp/birdclef2026-miaaaf-v18x-fork,BirdCLEF2026 Miaaaf v18x Fork,Mohammad Fateminia,2026-04-18 05:40:29.143000,4
miaaaf/pantanal-distill-birdclef2026-miaaaf-d416,pantanal-distill-birdclef2026-miaaaf-d416,Miaaa F,2026-04-12 09:33:37.027000,2
miaaaf/pantanal-distill-birdclef2026-miaaaf-d416-nl5,pantanal-distill-birdclef2026-miaaaf-d416-nl5,Miaaa F,2026-04-13 09:28:13.913000,0
shengguangzhou/birdclef-2026-maryna-resboost-0927-fork,birdclef-2026-maryna-resboost-0927-fork,Shengguang Zhou,2026-04-13 14:09:35.457000,2
franksunp/birdclef-2026-5-branch-v3-improved,BirdCLEF 2026 5-Branch V3 Improved,fsun,2026-05-16 04:24:54.020000,0
junaid512/birdclef-2026-pipeline,BirdCLEF+ 2026 Pipeline,Muhammad Junaid,2026-04-29 04:42:28.820000,2
yash9439/pantanal-distill-birdclef2026-improvement,pantanal-distill-birdclef2026-Improvement,yash bhaskar,2026-03-24 22:55:21.517000,268
pradeeshrajan/birdclef2026-keepimproving,birdclef2026-KeepImproving,Pradeesh Rajan,2026-03-26 03:05:00.100000,13
emanuellcs/birdclef-2026-training-inference-protossm-v5,BirdCLEF 2026 | Training & Inference (ProtoSSM v5),Emanuel Lázaro,2026-04-04 10:54:14.490000,27
miaaaf/pantanal-distill-birdclef2026-v18x-pca256,pantanal-distill-birdclef2026-v18x-pca256,Miaaa F,2026-04-10 06:34:42.553000,1
shijian123456/w07-wider-no-stopgrad-shijian,w07-wider-no-stopgrad-shijian,shijian123456,2026-04-16 09:24:59.013000,1
henryszy/bc2026-pacerq-v51-0943-v6,bc2026-pacerq-v51-0943-v6,Henryszy,2026-04-29 16:48:25.943000,1
mtoshidesu/testbirdclef2026-v177a-cluster-aware-add,testbirdclef2026-v177a-cluster-aware-add,m-toshi desu,2026-04-30 05:29:07.510000,0
xiaolong745/pantanal-distill-birdclef2026-v18-improved,pantanal-distill-birdclef2026-V18-Improved,xiao long745,2026-03-27 02:48:59.523000,8
marynaborovska/birdclef-26-biological-heuristics-improvements,BirdCLEF+26 | Biological Heuristics | Improvements,Maryna Borovska,2026-04-02 15:20:49.330000,12
yermes/birdclef-2026-yermes-v5-inference-2-1,BirdCLEF+2026-YERMES-V5 Inference 2.1,YERMES AMINE,2026-04-04 22:39:37.307000,3
pacerq/v51-onnx-cache-0-943-params,V51 ONNX + cache + 0.943 params,sysMirror,2026-04-08 08:24:20.803000,22
miaaaf/pantanal-distill-birdclef2026-v18x-mlp,pantanal-distill-birdclef2026-v18x-mlp,Miaaa F,2026-04-10 06:34:55.197000,7
henryszy/bc2026-troyxxf-negdelta-v60,bc2026 troyxxf negdelta v60,Henryszy,2026-05-15 02:44:31.453000,2
marynaborovska/birdclef-26-protossm-v5-optimised-baseline,BirdCLEF+ 26 | ProtoSSM v5 | Optimised Baseline,Maryna Borovska,2026-03-29 19:03:28.223000,24
anthonytherrien/pantanal-distill-birdclef-2026-script,Pantanal Distill - Birdclef 2026 | Script,AnthonyTherrien,2026-03-28 13:11:12.680000,20
saurabhrajvarma/birdclef-2026-audio-classification-0-922,🐦 BIRDCLEF 2026 · AUDIO CLASSIFICATION[0.922],Saurabh Raj Varma,2026-04-03 06:43:11.270000,28
miaaaf/pantanal-distill-birdclef2026-v18x-d256-w55,pantanal-distill-birdclef2026-v18x-d256-w55,Miaaa F,2026-04-13 06:51:39.687000,0
wslllll/pantanal-distill-birdclef2026-v18x-d256-w60,pantanal-distill-birdclef2026-v18x-d256-w60,wslllll,2026-04-13 06:52:00.127000,0
mtoshidesu/test-pantanal-distill-birdclef2026-improveme,test-pantanal-distill-birdclef2026-Improveme,m-toshi desu,2026-04-19 13:14:06.473000,1
lareinazhao/public-birdclef-2026-onnx-perch-sequence,public BirdCLEF 2026 — ONNX Perch + Sequence,zhaoyichun ,2026-05-06 00:25:59.320000,0
franksunp/birdclef-2026-5-branch-v4-tta-cal,BirdCLEF 2026 5-Branch V4 TTA+Cal,fsun,2026-05-16 05:32:27.803000,0
yash9439/birdclef2026-keepimproving,birdclef2026-KeepImproving,yash bhaskar,2026-04-16 13:34:14.630000,79
dennyloevlie/19-minute-runtime-neuropts-hypersearch,19 minute Runtime + Neuropts HyperSearch,Denny Loevlie,2026-03-29 12:10:31.120000,7
yusufmurtaza01/pantanal-birdclef-26,pantanal-birdclef-26,Yusuf Murtaza,2026-04-17 05:17:41.353000,45
pacerq/birdclef2026-v34-optimal,birdclef2026-v34-optimal,sysMirror,2026-04-06 00:41:25.937000,4
wslllll/pantanal-distill-birdclef2026-v18x-d256-nl3,pantanal-distill-birdclef2026-v18x-d256-nl3,wslllll,2026-04-13 06:31:08.400000,0
abidaakbarrusyadin/nyoba,Nyoba,Abida Akbar Rusyadin,2026-04-14 12:05:28.197000,0
skidive/alpha-adapting-bird-2026,alpha_adapting_bird_2026,Cat D,2026-04-16 12:04:07.387000,2
studyexchange/birdclef-2026-infer-s9,BirdCLEF 2026 Infer S9,StudyExchange,2026-05-10 15:13:04.307000,2
studyexchange/birdclef-2026-infer-s10,BirdCLEF 2026 Infer S10,StudyExchange,2026-05-10 16:45:25.513000,1
ashok205/pantanal-distill-birdclef2026,pantanal-distill-birdclef2026,NNMax,2026-03-24 09:57:40.190000,80
yingmingpu/submission,submission,Yingming PU,2026-03-26 14:13:05.277000,0
sachchidanandadaki/birdclif-submission-2,BirdClif-Submission 2,Sachidanand,2026-04-13 16:50:38.507000,8
sachchidanandadaki/birdclif-perch,BirdClif-perch,Sachidanand,2026-04-24 04:33:18.570000,1
tuckerarrants/bc2026-distilled-sed,BC2026 Distilled-SED,Tucker Arrants,2026-04-28 17:18:25.777000,189
henryszy/bc2026-distilled-sed-v7,bc2026-distilled-sed-v7,Henryszy,2026-04-29 16:48:27.573000,1
claudedevore/birdclef-2026-distilled-sed-submit,BirdCLEF 2026 Distilled SED Submit,Claude Devore,2026-05-09 17:09:24.297000,0
tukotanzwoo/perch-v2embedprobe-bayesian-improvement-0-916,Perch v2EmbedProbe+bayesian|Improvement|0.916,tuko_tanzwoo,2026-03-24 11:53:46.587000,12
yusufmurtaza01/pantanal-distill-birdclef-26,pantanal-distill-birdclef-26,Yusuf Murtaza,2026-04-17 05:17:54.680000,41
atahalam/submit-v2-v19-birdclef2026,[SUBMIT V2 V19 birdclef2026,Atah Alam,2026-04-06 15:14:52.487000,0
ameythakur20/birdclef-2026-protossm-perch-inference-pipeline,BirdCLEF 2026: ProtoSSM & Perch Inference Pipeline,Amey Thakur,2026-04-06 00:46:58.967000,42
hengck23/perch2-onnx-direct-lse-256-4fold,perch2-onnx-direct-lse-256-4fold,hengck23,2026-04-01 23:45:20.617000,35
zirach/birdclef-2026-perch-protossm,BirdCLEF+ 2026 | Perch + ProtoSSM,Razi Rachman,2026-03-22 11:21:19.777000,72
fvegamaza/birdclef-2026-perch-protossm,BirdCLEF+ 2026 | Perch + ProtoSSM,Franco Vega Maza,2026-03-24 04:46:51.317000,20
yashanathaniel/simplerun-perch-v2embedprobe-bayesian-0-912,SimpleRun|Perch v2EmbedProbe+bayesian|0.912,Yaserntx',2026-03-23 01:40:30.280000,101
santusrk/google-parch-baseline1,google_parch_baseline1,Srikant Nayak,2026-04-07 00:09:40.157000,16
mtoshidesu/testbirdclef-2026-perch-v2-protossm-0-925,testBirdCLEF+ 2026 — Perch v2 + ProtoSSM · 0.925,m-toshi desu,2026-05-05 01:08:34.077000,0
chiranjithdharma/0-910-score,0.910 Score,Chiranjith,2026-03-23 06:20:12.080000,175
junipersky/birdclef-2026-lgbm-combo,BirdCLEF 2026 LGBM Combo,Feng Jiahui,2026-03-22 02:49:33.363000,6
horrison/birdclef-2026-perch-protossm,BirdCLEF+ 2026 | Perch + ProtoSSM,Horrison,2026-03-24 10:20:53.650000,0
blamerx/birdclef-2026-inference,BirdCLEF+ 2026 | Inference,BlamerX,2026-03-26 17:44:45.927000,13
mtoshidesu/birdclef-visualization-notebook,BirdCLEF Visualization Notebook,m-toshi desu,2026-05-17 01:23:32.483000,41
hengck23/onnx-distill-prechv2-stop-lse-4fold,onnx-distill-prechv2-stop-lse-4fold,hengck23,2026-03-31 01:48:01.553000,26
yashanathaniel/birdclef-2026-perch-v2-0-908,BirdCLEF+ 2026 | perch_v2 0.908,Yaserntx',2026-03-21 02:31:34.943000,117
norimiya/birdclef-2026-perch-probe-v2-pca-64,BirdCLEF+ 2026 | Perch Probe v2 (PCA-64),Nori Miya,2026-04-18 14:49:33.360000,3
cliff376/birdclef-2026-public-mtoshi-safe-v1,BirdCLEF 2026 Public Mtoshi Safe V1,cliff376,2026-04-27 06:33:24.437000,0
blamerx/detect-the-bird-inference,Detect the Bird Inference,BlamerX,2026-03-23 22:55:44.550000,85
zirach/birdclef-2026-perch-v2-starter-readable-ver,BirdCLEF+ 2026 | perch_v2 starter (Readable ver.),Razi Rachman,2026-03-20 17:11:27.807000,102
platypus2000jp/notebook6fdf61f19f,notebook6fdf61f19f,platypus2000jp,2026-03-24 06:06:11.740000,0
yashanathaniel/perch-v2-starter-train-infer-0-906,Perch v2|starter train + infer |0.906,Yaserntx',2026-03-20 15:18:24.813000,76
junipersky/birdclef-2026-perch-lightgbm-probe-v1,BirdCLEF 2026 Perch LightGBM Probe v1,Feng Jiahui,2026-03-21 15:38:19.297000,13
chaneyma/edits-on-birdclef-protossm-sed-v8-all66-synth-top2,edits-on birdclef protossm sed v8 all66 synth top2,Suda,2026-05-07 13:50:34.983000,0
yashanathaniel/perch-v2-starter-train-infer-mlp-0-905,perch_v2 starter: train + infer|MLP|0.905,Yaserntx',2026-03-20 06:58:00.723000,93
baidalinadilzhan/perch-improved-lb-0-904,Perch improved LB [0.904],Baidalin Adilzhan [Kazakhstan],2026-03-20 05:08:34.507000,20
alilaudza/perch-v2-maml-ssm-advanced-pp,Perch v2 + MAML + SSM + Advanced PP,Haidar Ali Laudza,2026-04-21 04:03:54.247000,1
henryszy/bc2026-mtoshidesu-0932-v4,bc2026-mtoshidesu-0932-v4,Henryszy,2026-04-29 16:00:06.543000,2
itsuki89/birdclef-2026-baseline,birdclef-2026-baseline,itsuki-data,2026-03-24 11:51:28.067000,33
pradeeshrajan/birdclef-2026-baseline,birdclef-2026-baseline,Pradeesh Rajan,2026-03-24 11:26:00.473000,1
alilaudza/birdclef-htacr-inference,birdclef-htacr-inference,Haidar Ali Laudza,2026-04-21 07:24:51.830000,3
aadigupta1601/birdclef-2026-inference,BirdCLEF+ 2026 Inference,Aadi Gupta,2026-03-21 21:47:53.073000,10
nicolaischler/birdclef-2026-fine-tune-linear-head-on-perch-v2,BirdCLEF 2026 — Fine-tune Linear Head on Perch v2 ,Nicolai Schøler,2026-04-29 08:53:41.607000,2
renmingqian/my-own-baseline-from-gpt,My_own_baseline_from_gpt,oe L,2026-04-05 10:36:20.980000,4
aliozanmemetoglu/birdclef-enb0-coarse-ensemble-submission,birdclef enb0 coarse ensemble submission,Ali Ozan Memetoglu,2026-03-18 22:46:10.850000,60
sani84/birdclef-2026-pe,BirdCLEF+ 2026 | pe,Chaotic Era,2026-03-22 05:19:37.150000,1
traleeui/perch,Perch,TRalee-ui,2026-04-20 14:03:04.410000,1
jaejohn/perch-v2-starter-train-infer,perch_v2 starter: train + infer,g john rao,2026-03-18 19:24:03.930000,283
safar1/basic-tutorial,Basic tutorial,Safarbek,2026-03-19 14:26:15.293000,10
gourabr0y555/birdclef-26-perch-v2,[BIRDCLEF '26] Perch v2,dataWr3cker,2026-04-10 21:07:23.667000,1
goose666/perch-v2-baseline-birdclef2026,perch-v2-baseline-birdclef2026,goose666,2026-05-05 12:29:41.297000,12
lixin73/perch-onnx-baseline-stage1,Perch-Onnx-Baseline-Stage1,Lixin73,2026-04-08 05:45:15.117000,11
alexycactus/birdclef-2026-topk-postproc,BirdCLEF 2026 TopK Postproc,Alexy,2026-05-14 12:40:59.947000,0
aliozanmemetoglu/birdclef-5-fold-ensemble-submission,birdclef 5 fold ensemble submission,Ali Ozan Memetoglu,2026-03-18 21:52:32.477000,13
asymortenson/birdclef-2026-fast-ensemble,BirdCLEF 2026 Fast Ensemble,Asy Mortenson,2026-04-20 10:18:42.423000,0
skidive/ablation-0426,ablation——0426,Cat D,2026-04-27 16:29:52.450000,0
yashanathaniel/birdclef2026-public-blend-v6-0-892,BirdClef2026|Public|Blend|V6|0.892,Yaserntx',2026-03-17 19:25:10.493000,81
meenalsinha/birdclef-2026,BirdCLEF+ 2026,Meenal Sinha,2026-03-19 10:31:21.943000,20
alexycactus/birdclef-2026-alpha-sweep-05,BirdCLEF 2026 Alpha Sweep 05,Alexy,2026-05-11 04:53:07.263000,2
alexycactus/birdclef-2026-alpha-sweep-06,BirdCLEF 2026 Alpha Sweep 06,Alexy,2026-05-10 12:55:04.310000,4
ravi20076/birdclef2026-public-blend-v6,BirdClef2026|Public|Blend|V6,Ravi Ramakrishnan,2026-03-16 19:06:58.420000,109
radwankhondokar/birdclef2026-public-blend-v6,BirdClef2026|Public|Blend|V6,redo1,2026-03-16 23:12:14.903000,0
baidalinadilzhan/birdclef-2026-lb-0-89,BirdCLEF+2026 LB[0.89],Baidalin Adilzhan [Kazakhstan],2026-03-16 06:35:38.307000,102
anthonytherrien/birdclef-2026-script,BirdCLEF+2026 | Script,AnthonyTherrien,2026-03-16 12:19:09.487000,29
skidive/birdclef-2026-hgnetv2-b0-baseline-inference,BirdCLEF+2026: HGNetV2-B0 Baseline [Inference],Cat D,2026-04-13 05:59:33.217000,1
studyexchange/birdclef-2026-infer-s8,BirdCLEF 2026 Infer S8,StudyExchange,2026-05-10 13:52:38.953000,1
ttahara/birdclef-2026-hgnetv2-b0-baseline-inference,BirdCLEF+2026: HGNetV2-B0 Baseline [Inference],Tawara,2026-04-25 04:36:25.830000,130
rhythmghai/birdclef-2026-smart-audio-bird-detector,🎧 BirdCLEF 2026 | Smart Audio Bird Detector,Rhythm_Ghai,2026-03-16 20:13:40.960000,7
matrixamp/birdclef2026-hgnetv2-sed-inference,BirdCLEF2026 HGNetV2 SED Inference,Mohammad Fateminia,2026-04-13 21:56:12.140000,3
zwxiang123/birdclef-2026-blend-0-885,BirdCLEF+2026 | BLEND [0.885],Zwxiang123,2026-03-16 08:16:09.823000,14
alexandergremyakov/efficientnet-b0-submission,efficientnet-b0 submission,Alexander Gremyakov,2026-04-08 05:22:25.213000,7
liuyanfeng/birdclef26-jax-perch-inference,BirdCLEF26(JAX)_perch_Inference,swordsman,2026-04-22 05:50:06.063000,1
renmingqian/sed-model-submit-sript,sed model submit sript,oe L,2026-04-30 03:50:38.867000,1
chaneyma/bc26-gate-v21-hgnet-sidecar-rank40-base60-hg40,bc26 gate v21 hgnet sidecar rank40 base60 hg40,Suda,2026-05-11 14:57:09.757000,0
rein102/dataaugmen,dataaugmen,Rein102,2026-05-11 09:21:01.207000,0
baidalinadilzhan/birdclef-lb-0-882,BirdCLEF lb [0.882],Baidalin Adilzhan [Kazakhstan],2026-03-16 04:30:26.767000,57
up202108827/i-baseline-inference-broken-numpy,I Baseline Inference broken NUMPY,nuno silva,2026-05-15 11:41:18.523000,3
jiweiliu/audiocrop-s123-v1,audiocrop-s123-v1,Jiwei Liu,2026-04-04 17:05:27.813000,0
alexycactus/birdclef-2026-alpha-sweep-08,BirdCLEF 2026 Alpha Sweep 08,Alexy,2026-05-10 12:54:59.613000,1
platypus2000jp/notebookb86981e913,notebookb86981e913,platypus2000jp,2026-03-21 06:58:55.867000,0
kospintr/birdclef-efficientnet-perch-distill-pytorch,BirdCLEF | EfficientNet+Perch Distill. | PyTorch,Ákos Pintér,2026-04-27 13:40:37.303000,35
tonylica/birdclef-lb-0-872-0-862-16mins-runtime,BirdCLEF LB 0.872+0.862 16mins runtime,Tony Li,2026-03-16 01:08:07.867000,78
rauffauzanrambe/birdclef-2026-lb-0-872-0-862-ultra-fast-batched,BirdCLEF 2026| LB 0.872+0.862|Ultra-fast Batched,Ra'uf Fauzan Rambe,2026-04-23 02:01:47.477000,21
yuyuvae/03-infer-with-perch-probe-artifacts,03_infer_with_perch_probe_artifacts,Yu Hui,2026-04-15 07:19:35.213000,0
aidensong123/birdclef-2026-sed-baseline-lb-0-862,BirdCLEF 2026 | SED Baseline | LB 0.862,AidenSong123,2026-04-01 13:28:07.683000,56
jojizhou/birdclef-2026-v13-sed-only-lb-diag,birdclef-2026-v13-sed-only-lb-diag,JojiZhou,2026-05-08 12:15:00.213000,0
platypus2000jp/notebook06c502d186,notebook06c502d186,platypus2000jp,2026-03-21 00:35:09.120000,0
jaydenszeto123/birdclef2026-v2,BIRDCLEF2026 V2,Jayden Szeto,2026-03-17 02:18:33.073000,12
platypus2000jp/notebookd8ffe07e46,notebookd8ffe07e46,platypus2000jp,2026-03-20 02:45:06.367000,0
ravi20076/birdclef2026-public-blend-v2,BirdClef2026|Public|Blend|V2,Ravi Ramakrishnan,2026-03-14 21:07:12.640000,159
platypus2000jp/notebookd3bcb75e5a,notebookd3bcb75e5a,platypus2000jp,2026-03-20 04:51:58.457000,0
kospintr/birdclef-perch-dnn-mixup-baseline,BirdCLEF | Perch + DNN + MixUp | Baseline,Ákos Pintér,2026-05-11 10:05:43.807000,1
alexycactus/birdclef-2026-alpha-sweep-09,BirdCLEF 2026 Alpha Sweep 09,Alexy,2026-05-10 12:54:56.223000,1
henryszy/bc2026-mattia-v10-self-sed-v13,bc2026-mattia-v10-self-sed-v13,Henryszy,2026-05-07 06:35:21.037000,0
ispromashka/birdclef-2026-v29-ns4-only,BirdCLEF 2026 V29 NS4 Only,ispromashka,2026-04-25 16:38:14.290000,0
kospintr/birdclef-efficientnet-perch-distill-mixup,BirdCLEF | EfficientNet+Perch Distill+MixUp,Ákos Pintér,2026-05-13 21:03:45.273000,2
vaishnavidesai345/birdclef2026-using-audio-spectrogram-transformer,🐦BirdCLEF2026 using Audio Spectrogram Transformer,vaishnavi desai,2026-03-17 07:06:15.727000,15
igormerlinicomposer/bc26-perch-probe-isotonic-calibration,BC26 · Perch Probe · Isotonic Calibration,ActarusLab,2026-03-22 17:47:17.920000,0
lihaoweicvch/tinykaggleclaw-baseline,tinyKaggleClaw_baseline,lhwcv,2026-03-31 07:57:46.537000,11
alexycactus/birdclef-2026-cnn-inference-b0,BirdCLEF 2026 CNN Inference B0,Alexy,2026-05-14 11:35:31.760000,5
ravi20076/birdclef2026-public-blend-v5,BirdClef2026|Public|Blend|V5,Ravi Ramakrishnan,2026-03-15 06:01:39.117000,8
tasmim/birdclef-2026-infer-effnet,BirdCLEF+ 2026: Infer+Effnet,Tasmim,2026-03-16 19:29:12.770000,7
lakhindarpal/birdclef-2026-perch-inference,BirdCLEF+ 2026 | Perch Inference,Lakhindar Pal,2026-04-10 20:51:35.537000,9
furqonaryadana/0-837-perch-yamnet-site-prior-inference,0.837 | Perch + YAMNet + Site Prior Inference,Furqon Aryadana,2026-03-13 21:11:08.513000,29
jaydenszeto123/birdclef-2026-lb-0-834,BIRDCLEF 2026 LB|0.834,Jayden Szeto,2026-03-12 08:04:01.627000,42
jiweiliu/birdclef-2026-postproc-v1,birdclef 2026 postproc v1,Jiwei Liu,2026-03-12 20:59:44.713000,11
pilkwang/birdclef-2026-walkthrough-for-the-perch-use,BirdCLEF+ 2026 — Walkthrough for the Perch Use,Pilkwang Kim,2026-03-22 09:25:26.120000,5
chaneyma/bc26-gate-v22-hgnet-sidecar-rank50-base50-hg50,bc26 gate v22 hgnet sidecar rank50 base50 hg50,Suda,2026-05-11 14:57:16.837000,0
ravi20076/birdclef2026-public-blend-v3,BirdClef2026|Public|Blend|V3,Ravi Ramakrishnan,2026-03-12 17:07:17.510000,13
zhiyue666/inference-birdclef-2026-claw-make-zhiyue-cry,[Inference] BirdCLEF+ 2026 | claw make zhiyue cry,zhiyue666,2026-04-19 14:18:20.247000,2
rockerritesh/overload-rag-inference-perch-v2-k-nn-retrieval,Overload RAG Inference - Perch v2 k-NN Retrieval,Rocker Ritesh,2026-04-15 00:21:23.860000,0
farshidamira/birdclef-enb0-5fold-stage1-community-submit-v001,birdclef-enb0-5fold-stage1-community-submit-v001,OpPrime,2026-04-11 15:28:54.217000,5
kdmitrie/birdclef26-google-perch-starter,BirdCLEF26: Google Perch Starter,Konstantin Dmitriev,2026-03-11 21:58:40.107000,208
jaydenszeto123/birdclef2026-v3,BIRDCLEF2026 V3,Jayden Szeto,2026-03-17 01:45:04.363000,1
djenkivanov/birdclef-2026-simple-perch-starter,BirdCLEF+ 2026 | Simple Perch Starter,Djenk Ivanov,2026-04-26 17:02:30.497000,28
romanberehun/notebookc710774b26,notebookc710774b26,Roman Berehun,2026-05-09 11:37:36.137000,0
jacqueszhelinzhang/birdclef26-perch-mirror,birdclef26-perch-mirror,Jacques Zhelin Zhang,2026-05-11 13:24:42.897000,0
jacqueszhelinzhang/birdclef26-perch-minimal,birdclef26-perch-minimal,Jacques Zhelin Zhang,2026-05-17 16:38:44.857000,0
ravi20076/birdclef2026-public-blend-v4,BirdClef2026|Public|Blend|V4,Ravi Ramakrishnan,2026-03-12 19:07:02.270000,19
jaydenszeto123/birdclef-2026-blend-add79c,BirdClef 2026 Blend add79c,Jayden Szeto,2026-03-16 06:10:34.413000,1
vidhathdbhandary/birdclef-2026,BIRDCLEF_2026,Vidhath D Bhandary,2026-03-22 10:46:39.887000,2
ravi20076/birdclef2026-public-blend-v1,BirdClef2026|Public|Blend|V1,Ravi Ramakrishnan,2026-03-12 07:08:43.747000,69
alexycactus/birdclef-2026-pseudo-label-train-08,BirdCLEF 2026 Pseudo Label Train 08,Alexy,2026-05-10 05:45:44.290000,0
alexycactus/birdclef-2026-pseudo-label-train-09,BirdCLEF 2026 Pseudo Label Train 09,Alexy,2026-05-10 05:45:47.643000,0
jiweiliu/birdclef-2026-efficientnet-b0-baseline,BirdCLEF 2026 EfficientNet B0 Baseline,Jiwei Liu,2026-03-12 19:40:07.117000,21
idrissamdicko/birdclef2026-submission-efficientnet-b0-ensemble,birdclef2026-submission-efficientnet-b0-ensemble,Idrissa M Dicko,2026-03-26 07:42:34.887000,1
unsseo/birdclef,birdclef,unsseo,2026-05-01 07:39:03.853000,3
waterjoe/birdclef2026-sub-google-perch,BirdCLEF2026 Sub-Google Perch,water joe,2026-03-13 02:10:18.023000,15
aadigupta1601/bird-clef-2026-inference,Bird CLEF 2026+ Inference,Aadi Gupta,2026-03-14 01:13:50.707000,12
rkusmi/bird-clef2026mw-2b6377,bird-clef2026MW 2b6377,Rafał Kuśmierz,2026-05-10 18:07:29.010000,4
udamliyanage/birdclef2026-inference-pass-1,BirdClef2026 | Inference | Pass 1,Udam Liyanage,2026-03-19 11:15:47.643000,2
kylahcodes/bird-clef-submission-piplines,Bird CLEF Submission piplines,kylahcodes,2026-03-15 00:54:10.907000,3
baidalinadilzhan/lb-0-792-birdclef-2026-starter,LB[0.792] BirdCLEF+2026 | starter,Baidalin Adilzhan [Kazakhstan],2026-03-12 04:24:38.407000,97
marcusewang/gem-focal-loss-baseline-inference,GeM+Focal Loss Baseline Inference,Marcus Wang,2026-04-23 05:28:18.053000,23
waterjoe/birdclef2026-submit-baseline,BirdCLEF2026- Submit-baseline ,water joe,2026-03-12 08:36:46.047000,23
savastevanovic/birdclef-2026-sed-efficientnetv2-s-v9-inference,BirdCLEF 2026 SED EfficientNetV2-S v9 Inference,SavaStevanovic,2026-03-26 08:19:28.727000,0
pawanmali/birdclef-2026-advanced-perch-onnx,BirdCLEF 2026 Advanced Perch ONNX,Pawan Rama Mali,2026-04-27 23:05:33.530000,0
lakhindarpal/birdclef-2026-inference,BirdCLEF+ 2026 | inference,Lakhindar Pal,2026-03-13 06:56:45.527000,40
imronrsya/birdclef-2026-inference-proto,🐦 BirdCLEF 2026: Inference Proto,Mohammad Imron Rosyadi,2026-04-20 00:57:47.110000,0
gourabr0y555/birdclef-26-inference-notebook,[BIRDCLEF '26] Inference notebook.,dataWr3cker,2026-03-12 05:25:29.020000,7
zarungeorge/bird-clef,BIRD_CLEF,Arun George Zachariah,2026-03-30 18:42:59.637000,0
yuki16/bird-clef2026-baseline-efficientnet-b0-melspec-v4,Bird_CLEF2026_baseline_efficientnet_b0_melspec_v4,yuki16,2026-05-03 16:04:02.963000,0
ftakahas/birdclef-2026-exp05-submission,BirdCLEF 2026 exp05 Submission,onick_man,2026-03-26 22:06:09.287000,0
